Year,Wind Speed (m/s),Machine Efficiency,Power Loss,Maintenance Loss,Total Loss,Machine Lifespan (yrs),Net Output (MW),District,Hub Height (m),Rotor Swept Area (m²),Loss Factor,Maintenance Schedule
2023,9.2,0.855,0.12,0.011,0.131,22,17.09,Kangeyam,90,452,0.152,Monthly
2023,11.53,0.899,0.055,0.028,0.083,22,23.77,Kangeyam,90,452,0.152,Monthly
2023,8.38,0.866,0.113,0.013,0.126,22,15.85,Kangeyam,90,452,0.152,Monthly
2023,7.28,0.893,0.08,0.021,0.101,22,14.62,Kangeyam,90,452,0.152,Monthly
2023,7,0.876,0.088,0.01,0.098,22,13.84,Kangeyam,90,452,0.152,Monthly
2023,5.09,0.927,0.094,0.017,0.11,22,10.5,Kangeyam,90,452,0.152,Monthly
2023,9.46,0.863,0.106,0.028,0.134,22,17.68,Kangeyam,90,452,0.152,Monthly
2023,4.47,0.943,0.085,0.022,0.107,22,9.41,Kangeyam,90,452,0.152,Monthly
2023,5.71,0.859,0.098,0.012,0.11,22,10.91,Kangeyam,90,452,0.152,Monthly
2023,5.77,0.88,0.053,0.013,0.065,22,11.87,Kangeyam,90,452,0.152,Monthly
2023,11.38,0.917,0.112,0.027,0.139,22,22.45,Kangeyam,90,452,0.152,Monthly
2023,9.43,0.856,0.051,0.022,0.074,22,18.68,Kangeyam,90,452,0.152,Monthly
2023,9.4,0.942,0.102,0.025,0.127,22,19.31,Kangeyam,90,452,0.152,Monthly
2023,4.1,0.885,0.067,0.021,0.088,22,8.27,Kangeyam,90,452,0.152,Monthly
2023,10.91,0.885,0.071,0.019,0.09,22,21.96,Kangeyam,90,452,0.152,Monthly
2023,9.1,0.889,0.055,0.026,0.081,22,18.58,Kangeyam,90,452,0.152,Monthly
2023,11.68,0.927,0.114,0.019,0.132,22,23.5,Kangeyam,90,452,0.152,Monthly
2023,7.13,0.876,0.115,0.03,0.144,22,13.37,Kangeyam,90,452,0.152,Monthly
2023,9.25,0.86,0.082,0.024,0.107,22,17.77,Kangeyam,90,452,0.152,Monthly
2023,5.91,0.854,0.08,0.013,0.093,22,11.45,Kangeyam,90,452,0.152,Monthly
2023,6.33,0.944,0.061,0.021,0.082,22,13.7,Kangeyam,90,452,0.152,Monthly
2023,4.06,0.923,0.109,0.014,0.122,22,8.23,Kangeyam,90,452,0.152,Monthly
2023,11.14,0.941,0.111,0.028,0.139,22,22.56,Kangeyam,90,452,0.152,Monthly
2023,10.21,0.863,0.065,0.017,0.082,22,20.23,Kangeyam,90,452,0.152,Monthly
2023,11.53,0.908,0.065,0.028,0.093,22,23.74,Kangeyam,90,452,0.152,Monthly
2023,8.67,0.864,0.09,0.016,0.106,22,16.73,Kangeyam,90,452,0.152,Monthly
2023,7.29,0.889,0.063,0.022,0.086,22,14.81,Kangeyam,90,452,0.152,Monthly
2023,4.32,0.854,0.114,0.011,0.125,22,8.06,Kangeyam,90,452,0.152,Monthly
2023,4.97,0.899,0.095,0.028,0.123,22,9.79,Kangeyam,90,452,0.152,Monthly
2023,9.83,0.892,0.074,0.024,0.098,22,19.79,Kangeyam,90,452,0.152,Monthly
2023,11.77,0.913,0.093,0.019,0.111,22,23.87,Kangeyam,90,452,0.152,Monthly
2023,6.89,0.892,0.083,0.027,0.11,22,13.67,Kangeyam,90,452,0.152,Monthly
2023,4.45,0.851,0.076,0.017,0.093,22,8.59,Kangeyam,90,452,0.152,Monthly
2023,7.93,0.89,0.067,0.018,0.085,22,16.14,Kangeyam,90,452,0.152,Monthly
2023,9.24,0.862,0.086,0.022,0.108,22,17.76,Kangeyam,90,452,0.152,Monthly
2023,7.81,0.853,0.074,0.028,0.102,22,14.96,Kangeyam,90,452,0.152,Monthly
2023,6.7,0.943,0.095,0.024,0.119,22,13.91,Kangeyam,90,452,0.152,Monthly
2023,8.35,0.879,0.116,0.029,0.146,22,15.67,Kangeyam,90,452,0.152,Monthly
2023,7.22,0.89,0.061,0.015,0.076,22,14.85,Kangeyam,90,452,0.152,Monthly
2023,11.84,0.942,0.058,0.02,0.078,22,25.72,Kangeyam,90,452,0.152,Monthly
2023,6.7,0.901,0.094,0.028,0.121,22,13.28,Kangeyam,90,452,0.152,Monthly
2023,7.44,0.884,0.088,0.023,0.111,22,14.63,Kangeyam,90,452,0.152,Monthly
2023,7.79,0.857,0.076,0.021,0.097,22,15.07,Kangeyam,90,452,0.152,Monthly
2023,4.15,0.886,0.089,0.015,0.104,22,8.24,Kangeyam,90,452,0.152,Monthly
2023,5.32,0.924,0.084,0.025,0.109,22,10.95,Kangeyam,90,452,0.152,Monthly
2024,10.95,0.912,0.109,0.02,0.129,15,21.74,Kangeyam,90,452,0.152,Monthly
2024,8.82,0.929,0.052,0.014,0.066,15,19.13,Kangeyam,90,452,0.152,Monthly
2024,10.81,0.935,0.083,0.021,0.104,15,22.62,Kangeyam,90,452,0.152,Monthly
2024,11.93,0.869,0.071,0.023,0.094,15,23.48,Kangeyam,90,452,0.152,Monthly
2024,6.68,0.91,0.102,0.024,0.126,15,13.27,Kangeyam,90,452,0.152,Monthly
2024,6.16,0.928,0.07,0.024,0.094,15,12.95,Kangeyam,90,452,0.152,Monthly
2024,6.49,0.91,0.06,0.017,0.078,15,13.62,Kangeyam,90,452,0.152,Monthly
2024,9.59,0.904,0.069,0.011,0.08,15,19.95,Kangeyam,90,452,0.152,Monthly
2024,9.2,0.872,0.057,0.024,0.081,15,18.43,Kangeyam,90,452,0.152,Monthly
2024,4.82,0.885,0.1,0.028,0.127,15,9.31,Kangeyam,90,452,0.152,Monthly
2024,8.98,0.89,0.077,0.014,0.091,15,18.16,Kangeyam,90,452,0.152,Monthly
2024,6.6,0.879,0.093,0.024,0.117,15,12.8,Kangeyam,90,452,0.152,Monthly
2024,9.54,0.903,0.1,0.025,0.125,15,18.84,Kangeyam,90,452,0.152,Monthly
2024,10.44,0.942,0.062,0.028,0.091,15,22.36,Kangeyam,90,452,0.152,Monthly
2024,4.99,0.89,0.111,0.022,0.133,15,9.63,Kangeyam,90,452,0.152,Monthly
2024,5.8,0.87,0.059,0.03,0.089,15,11.5,Kangeyam,90,452,0.152,Monthly
2024,4.06,0.926,0.061,0.01,0.071,15,8.74,Kangeyam,90,452,0.152,Monthly
2024,6.14,0.941,0.117,0.013,0.13,15,12.56,Kangeyam,90,452,0.152,Monthly
2024,4.17,0.875,0.119,0.022,0.142,15,7.82,Kangeyam,90,452,0.152,Monthly
2024,9.1,0.863,0.118,0.029,0.147,15,16.75,Kangeyam,90,452,0.152,Monthly
2024,9.01,0.922,0.091,0.024,0.114,15,18.39,Kangeyam,90,452,0.152,Monthly
2024,5.8,0.913,0.058,0.012,0.071,15,12.3,Kangeyam,90,452,0.152,Monthly
2024,10.7,0.856,0.102,0.016,0.118,15,20.19,Kangeyam,90,452,0.152,Monthly
2024,4.17,0.864,0.07,0.014,0.084,15,8.25,Kangeyam,90,452,0.152,Monthly
2024,10.7,0.94,0.082,0.024,0.106,15,22.48,Kangeyam,90,452,0.152,Monthly
2024,4.76,0.898,0.115,0.026,0.141,15,9.18,Kangeyam,90,452,0.152,Monthly
2024,11.51,0.868,0.063,0.026,0.089,15,22.75,Kangeyam,90,452,0.152,Monthly
2024,9.65,0.924,0.065,0.013,0.079,15,20.52,Kangeyam,90,452,0.152,Monthly
2024,8.24,0.858,0.069,0.013,0.082,15,16.21,Kangeyam,90,452,0.152,Monthly
2024,11.28,0.878,0.054,0.025,0.079,15,22.79,Kangeyam,90,452,0.152,Monthly
2024,4.63,0.93,0.064,0.015,0.079,15,9.91,Kangeyam,90,452,0.152,Monthly
2024,5.85,0.915,0.096,0.03,0.126,15,11.68,Kangeyam,90,452,0.152,Monthly
2024,10.07,0.86,0.104,0.018,0.122,15,19.02,Kangeyam,90,452,0.152,Monthly
2024,11.05,0.927,0.095,0.011,0.106,15,22.89,Kangeyam,90,452,0.152,Monthly
2024,9.66,0.923,0.118,0.018,0.135,15,19.29,Kangeyam,90,452,0.152,Monthly
2024,4.82,0.932,0.083,0.029,0.112,15,9.98,Kangeyam,90,452,0.152,Monthly
2024,4.26,0.945,0.071,0.024,0.095,15,9.1,Kangeyam,90,452,0.152,Monthly
2024,7.11,0.912,0.084,0.013,0.097,15,14.64,Kangeyam,90,452,0.152,Monthly
2024,10.92,0.894,0.117,0.023,0.14,15,20.99,Kangeyam,90,452,0.152,Monthly
2024,8.08,0.892,0.097,0.027,0.123,15,15.81,Kangeyam,90,452,0.152,Monthly
2024,7.47,0.855,0.058,0.024,0.083,15,14.65,Kangeyam,90,452,0.152,Monthly
2024,4.94,0.897,0.088,0.011,0.099,15,9.98,Kangeyam,90,452,0.152,Monthly
2024,8.96,0.926,0.052,0.02,0.072,15,19.24,Kangeyam,90,452,0.152,Monthly
2024,11.18,0.885,0.075,0.018,0.093,15,22.43,Kangeyam,90,452,0.152,Monthly
2024,7.8,0.88,0.108,0.025,0.132,15,14.9,Kangeyam,90,452,0.152,Monthly
2024,5.8,0.935,0.118,0.01,0.129,15,11.81,Kangeyam,90,452,0.152,Monthly
2024,8.13,0.903,0.101,0.014,0.116,15,16.23,Kangeyam,90,452,0.152,Monthly
2024,10.33,0.907,0.06,0.024,0.084,15,21.46,Kangeyam,90,452,0.152,Monthly
2024,7.81,0.899,0.071,0.022,0.093,15,15.92,Kangeyam,90,452,0.152,Monthly
2024,7.56,0.94,0.071,0.018,0.089,15,16.2,Kangeyam,90,452,0.152,Monthly
2024,5.34,0.898,0.098,0.025,0.124,15,10.5,Kangeyam,90,452,0.152,Monthly
2024,4.5,0.911,0.102,0.023,0.125,15,8.96,Kangeyam,90,452,0.152,Monthly
2025,4.71,0.868,0.051,0.028,0.079,16,9.41,Kangeyam,90,452,0.152,Monthly
2025,9.17,0.865,0.055,0.017,0.072,16,18.41,Kangeyam,90,452,0.152,Monthly
2025,11.17,0.876,0.064,0.021,0.084,16,22.39,Kangeyam,90,452,0.152,Monthly
2025,9.23,0.933,0.098,0.015,0.114,16,19.07,Kangeyam,90,452,0.152,Monthly
2025,6.31,0.914,0.107,0.015,0.122,16,12.67,Kangeyam,90,452,0.152,Monthly
2025,9.77,0.884,0.085,0.024,0.109,16,19.24,Kangeyam,90,452,0.152,Monthly
2025,7.91,0.928,0.105,0.019,0.124,16,16.08,Kangeyam,90,452,0.152,Monthly
2025,11.96,0.898,0.062,0.029,0.091,16,24.39,Kangeyam,90,452,0.152,Monthly
2025,9.12,0.877,0.1,0.012,0.113,16,17.74,Kangeyam,90,452,0.152,Monthly
2025,9.4,0.948,0.081,0.02,0.101,16,20.03,Kangeyam,90,452,0.152,Monthly
2025,8.05,0.942,0.071,0.023,0.093,16,17.18,Kangeyam,90,452,0.152,Monthly
2025,10.39,0.949,0.106,0.027,0.133,16,21.37,Kangeyam,90,452,0.152,Monthly
2025,5.21,0.903,0.052,0.011,0.062,16,11.04,Kangeyam,90,452,0.152,Monthly
2025,8.14,0.928,0.056,0.016,0.072,16,17.53,Kangeyam,90,452,0.152,Monthly
2025,4.22,0.891,0.064,0.028,0.093,16,8.52,Kangeyam,90,452,0.152,Monthly
2025,11.25,0.897,0.067,0.014,0.081,16,23.18,Kangeyam,90,452,0.152,Monthly
2025,11.25,0.91,0.086,0.024,0.111,16,22.76,Kangeyam,90,452,0.152,Monthly
2025,5.57,0.948,0.073,0.023,0.095,16,11.96,Kangeyam,90,452,0.152,Monthly
2025,6.49,0.911,0.057,0.016,0.073,16,13.72,Kangeyam,90,452,0.152,Monthly
2025,5.68,0.938,0.052,0.016,0.068,16,12.42,Kangeyam,90,452,0.152,Monthly
2025,7.31,0.874,0.073,0.014,0.087,16,14.59,Kangeyam,90,452,0.152,Monthly
2025,6.36,0.869,0.119,0.024,0.143,16,11.85,Kangeyam,90,452,0.152,Monthly
2025,4.28,0.93,0.11,0.025,0.136,16,8.59,Kangeyam,90,452,0.152,Monthly
2025,7.11,0.884,0.077,0.029,0.106,16,14.04,Kangeyam,90,452,0.152,Monthly
2025,4.88,0.898,0.057,0.01,0.067,16,10.22,Kangeyam,90,452,0.152,Monthly
2025,4.84,0.899,0.109,0.011,0.119,16,9.58,Kangeyam,90,452,0.152,Monthly
2025,8.49,0.901,0.105,0.022,0.128,16,16.67,Kangeyam,90,452,0.152,Monthly
2025,10.81,0.912,0.086,0.023,0.109,16,21.96,Kangeyam,90,452,0.152,Monthly
2025,4.87,0.859,0.063,0.022,0.086,16,9.55,Kangeyam,90,452,0.152,Monthly
2025,5.26,0.871,0.118,0.023,0.141,16,9.84,Kangeyam,90,452,0.152,Monthly
2025,6.41,0.856,0.095,0.023,0.118,16,12.09,Kangeyam,90,452,0.152,Monthly
2025,7.97,0.907,0.07,0.019,0.089,16,16.48,Kangeyam,90,452,0.152,Monthly
2025,9.15,0.895,0.074,0.01,0.084,16,18.76,Kangeyam,90,452,0.152,Monthly
2025,5.24,0.919,0.071,0.026,0.097,16,10.86,Kangeyam,90,452,0.152,Monthly
2025,11.43,0.854,0.059,0.026,0.085,16,22.33,Kangeyam,90,452,0.152,Monthly
2025,8.12,0.934,0.099,0.02,0.119,16,16.71,Kangeyam,90,452,0.152,Monthly
2025,7.12,0.935,0.079,0.012,0.091,16,15.12,Kangeyam,90,452,0.152,Monthly
2025,4.47,0.876,0.085,0.014,0.099,16,8.81,Kangeyam,90,452,0.152,Monthly
2025,8.82,0.913,0.112,0.027,0.139,16,17.35,Kangeyam,90,452,0.152,Monthly
2025,6.08,0.852,0.072,0.015,0.088,16,11.8,Kangeyam,90,452,0.152,Monthly
2025,11.69,0.863,0.092,0.026,0.118,16,22.26,Kangeyam,90,452,0.152,Monthly
2025,8.08,0.892,0.091,0.021,0.113,16,15.98,Kangeyam,90,452,0.152,Monthly
2025,5.61,0.894,0.057,0.024,0.08,16,11.53,Kangeyam,90,452,0.152,Monthly
2025,6.16,0.856,0.092,0.012,0.104,16,11.8,Kangeyam,90,452,0.152,Monthly
2025,7.53,0.881,0.117,0.027,0.144,16,14.19,Kangeyam,90,452,0.152,Monthly
2025,9.3,0.912,0.079,0.022,0.101,16,19.07,Kangeyam,90,452,0.152,Monthly
2025,9.55,0.925,0.095,0.016,0.112,16,19.61,Kangeyam,90,452,0.152,Monthly
2025,9.11,0.916,0.11,0.011,0.122,16,18.33,Kangeyam,90,452,0.152,Monthly
2025,7.11,0.86,0.119,0.023,0.142,16,13.12,Kangeyam,90,452,0.152,Monthly
2025,4.67,0.87,0.119,0.025,0.144,16,8.69,Kangeyam,90,452,0.152,Monthly
2025,4.08,0.857,0.104,0.026,0.13,16,7.6,Kangeyam,90,452,0.152,Monthly
2025,6.19,0.945,0.057,0.026,0.083,16,13.4,Kangeyam,90,452,0.152,Monthly
2023,6.94,0.937,0.081,0.024,0.105,17,14.55,Kanyakumari,100,452,0.1,Biannual
2023,4.68,0.884,0.068,0.021,0.088,17,9.44,Kanyakumari,100,452,0.1,Biannual
2023,5.5,0.887,0.07,0.028,0.098,17,11,Kanyakumari,100,452,0.1,Biannual
2023,10.22,0.879,0.109,0.029,0.139,17,19.32,Kanyakumari,100,452,0.1,Biannual
2023,7.57,0.915,0.067,0.021,0.088,17,15.79,Kanyakumari,100,452,0.1,Biannual
2023,7.03,0.884,0.068,0.029,0.097,17,14.03,Kanyakumari,100,452,0.1,Biannual
2023,9.83,0.914,0.115,0.025,0.14,17,19.33,Kanyakumari,100,452,0.1,Biannual
2023,4.82,0.892,0.053,0.025,0.077,17,9.92,Kanyakumari,100,452,0.1,Biannual
2023,7.6,0.927,0.087,0.02,0.107,17,15.73,Kanyakumari,100,452,0.1,Biannual
2023,4.12,0.888,0.104,0.022,0.126,17,8.01,Kanyakumari,100,452,0.1,Biannual
2023,6.54,0.931,0.059,0.015,0.074,17,14.1,Kanyakumari,100,452,0.1,Biannual
2023,11.17,0.883,0.068,0.021,0.089,17,22.45,Kanyakumari,100,452,0.1,Biannual
2023,6.08,0.898,0.079,0.019,0.098,17,12.31,Kanyakumari,100,452,0.1,Biannual
2023,4.22,0.922,0.079,0.014,0.093,17,8.81,Kanyakumari,100,452,0.1,Biannual
2023,10.16,0.945,0.108,0.012,0.121,17,21.1,Kanyakumari,100,452,0.1,Biannual
2023,10.96,0.924,0.102,0.018,0.12,17,22.27,Kanyakumari,100,452,0.1,Biannual
2023,5.04,0.941,0.099,0.028,0.127,17,10.35,Kanyakumari,100,452,0.1,Biannual
2023,5.14,0.872,0.083,0.015,0.097,17,10.12,Kanyakumari,100,452,0.1,Biannual
2023,9.77,0.899,0.104,0.022,0.126,17,19.19,Kanyakumari,100,452,0.1,Biannual
2023,4.14,0.883,0.114,0.029,0.143,17,7.83,Kanyakumari,100,452,0.1,Biannual
2023,11.9,0.874,0.092,0.011,0.103,17,23.32,Kanyakumari,100,452,0.1,Biannual
2023,8.4,0.938,0.089,0.017,0.106,17,17.62,Kanyakumari,100,452,0.1,Biannual
2023,11.47,0.899,0.112,0.019,0.131,17,22.41,Kanyakumari,100,452,0.1,Biannual
2023,5.1,0.853,0.087,0.025,0.112,17,9.65,Kanyakumari,100,452,0.1,Biannual
2023,10.58,0.882,0.091,0.01,0.102,17,20.95,Kanyakumari,100,452,0.1,Biannual
2023,5.42,0.911,0.054,0.017,0.07,17,11.48,Kanyakumari,100,452,0.1,Biannual
2023,11.34,0.873,0.062,0.014,0.075,17,22.9,Kanyakumari,100,452,0.1,Biannual
2023,11.44,0.893,0.06,0.03,0.09,17,23.26,Kanyakumari,100,452,0.1,Biannual
2023,8.56,0.885,0.061,0.016,0.077,17,17.49,Kanyakumari,100,452,0.1,Biannual
2023,7.91,0.86,0.103,0.023,0.126,17,14.86,Kanyakumari,100,452,0.1,Biannual
2023,5.65,0.864,0.112,0.021,0.134,17,10.57,Kanyakumari,100,452,0.1,Biannual
2023,5.59,0.886,0.118,0.016,0.133,17,10.74,Kanyakumari,100,452,0.1,Biannual
2023,4.15,0.93,0.081,0.017,0.097,17,8.71,Kanyakumari,100,452,0.1,Biannual
2023,5.37,0.908,0.117,0.011,0.128,17,10.63,Kanyakumari,100,452,0.1,Biannual
2023,11.83,0.869,0.064,0.026,0.091,17,23.37,Kanyakumari,100,452,0.1,Biannual
2023,10.59,0.94,0.051,0.026,0.077,17,22.96,Kanyakumari,100,452,0.1,Biannual
2023,7.98,0.886,0.093,0.025,0.118,17,15.61,Kanyakumari,100,452,0.1,Biannual
2023,5.21,0.92,0.068,0.022,0.09,17,10.91,Kanyakumari,100,452,0.1,Biannual
2023,9.18,0.94,0.102,0.016,0.117,17,19.04,Kanyakumari,100,452,0.1,Biannual
2023,4.97,0.931,0.073,0.027,0.1,17,10.4,Kanyakumari,100,452,0.1,Biannual
2023,6.19,0.908,0.081,0.015,0.096,17,12.71,Kanyakumari,100,452,0.1,Biannual
2023,8.97,0.945,0.083,0.024,0.108,17,18.91,Kanyakumari,100,452,0.1,Biannual
2023,4.99,0.889,0.107,0.01,0.117,17,9.79,Kanyakumari,100,452,0.1,Biannual
2023,8.55,0.869,0.109,0.024,0.133,17,16.1,Kanyakumari,100,452,0.1,Biannual
2023,5.16,0.911,0.069,0.019,0.088,17,10.71,Kanyakumari,100,452,0.1,Biannual
2023,5.54,0.915,0.084,0.013,0.097,17,11.44,Kanyakumari,100,452,0.1,Biannual
2023,10.81,0.944,0.11,0.016,0.126,17,22.29,Kanyakumari,100,452,0.1,Biannual
2023,6.55,0.876,0.111,0.017,0.128,17,12.5,Kanyakumari,100,452,0.1,Biannual
2023,10.57,0.921,0.112,0.024,0.136,17,21.04,Kanyakumari,100,452,0.1,Biannual
2023,9.93,0.853,0.094,0.01,0.105,17,18.97,Kanyakumari,100,452,0.1,Biannual
2023,5.26,0.876,0.11,0.025,0.135,17,9.96,Kanyakumari,100,452,0.1,Biannual
2023,4.88,0.876,0.105,0.013,0.118,17,9.42,Kanyakumari,100,452,0.1,Biannual
2024,8.3,0.902,0.115,0.023,0.138,17,16.14,Kanyakumari,100,452,0.1,Biannual
2024,5.27,0.856,0.113,0.024,0.137,17,9.73,Kanyakumari,100,452,0.1,Biannual
2024,8.9,0.862,0.077,0.023,0.101,17,17.25,Kanyakumari,100,452,0.1,Biannual
2024,5.01,0.915,0.095,0.013,0.109,17,10.2,Kanyakumari,100,452,0.1,Biannual
2024,10.18,0.872,0.087,0.022,0.109,17,19.79,Kanyakumari,100,452,0.1,Biannual
2024,7.92,0.894,0.064,0.024,0.088,17,16.14,Kanyakumari,100,452,0.1,Biannual
2024,4.02,0.938,0.113,0.014,0.126,17,8.24,Kanyakumari,100,452,0.1,Biannual
2024,6.8,0.88,0.072,0.026,0.098,17,13.5,Kanyakumari,100,452,0.1,Biannual
2024,5.16,0.948,0.093,0.011,0.104,17,10.96,Kanyakumari,100,452,0.1,Biannual
2024,11.75,0.91,0.057,0.013,0.07,17,24.86,Kanyakumari,100,452,0.1,Biannual
2024,11.86,0.897,0.065,0.015,0.079,17,24.48,Kanyakumari,100,452,0.1,Biannual
2024,5.74,0.88,0.075,0.015,0.09,17,11.48,Kanyakumari,100,452,0.1,Biannual
2024,6.67,0.851,0.075,0.017,0.092,17,12.88,Kanyakumari,100,452,0.1,Biannual
2024,11.31,0.878,0.084,0.016,0.1,17,22.34,Kanyakumari,100,452,0.1,Biannual
2024,10.79,0.905,0.108,0.029,0.137,17,21.08,Kanyakumari,100,452,0.1,Biannual
2024,6.42,0.928,0.103,0.03,0.133,17,12.92,Kanyakumari,100,452,0.1,Biannual
2024,9.71,0.87,0.059,0.02,0.079,17,19.44,Kanyakumari,100,452,0.1,Biannual
2024,10.1,0.9,0.105,0.011,0.116,17,20.08,Kanyakumari,100,452,0.1,Biannual
2024,9.77,0.882,0.078,0.029,0.107,17,19.22,Kanyakumari,100,452,0.1,Biannual
2024,8.45,0.904,0.073,0.027,0.101,17,17.16,Kanyakumari,100,452,0.1,Biannual
2024,10.22,0.914,0.09,0.012,0.102,17,20.98,Kanyakumari,100,452,0.1,Biannual
2024,9.05,0.868,0.119,0.021,0.14,17,16.89,Kanyakumari,100,452,0.1,Biannual
2024,8.8,0.95,0.053,0.016,0.069,17,19.45,Kanyakumari,100,452,0.1,Biannual
2024,10.89,0.926,0.05,0.014,0.065,17,23.57,Kanyakumari,100,452,0.1,Biannual
2024,6.27,0.907,0.105,0.023,0.129,17,12.38,Kanyakumari,100,452,0.1,Biannual
2024,6.89,0.882,0.068,0.024,0.092,17,13.78,Kanyakumari,100,452,0.1,Biannual
2024,10.26,0.92,0.111,0.012,0.123,17,20.7,Kanyakumari,100,452,0.1,Biannual
2024,5.88,0.877,0.072,0.011,0.082,17,11.82,Kanyakumari,100,452,0.1,Biannual
2024,10.82,0.879,0.115,0.015,0.13,17,20.69,Kanyakumari,100,452,0.1,Biannual
2024,11.68,0.9,0.077,0.014,0.091,17,23.89,Kanyakumari,100,452,0.1,Biannual
2024,8.75,0.887,0.06,0.027,0.087,17,17.7,Kanyakumari,100,452,0.1,Biannual
2024,11.6,0.885,0.106,0.023,0.129,17,22.35,Kanyakumari,100,452,0.1,Biannual
2024,4.19,0.914,0.083,0.014,0.097,17,8.64,Kanyakumari,100,452,0.1,Biannual
2024,8.59,0.889,0.101,0.029,0.13,17,16.61,Kanyakumari,100,452,0.1,Biannual
2024,6.7,0.934,0.086,0.014,0.1,17,14.09,Kanyakumari,100,452,0.1,Biannual
2024,6.93,0.881,0.078,0.015,0.093,17,13.84,Kanyakumari,100,452,0.1,Biannual
2024,5.29,0.921,0.099,0.029,0.127,17,10.63,Kanyakumari,100,452,0.1,Biannual
2024,10.3,0.947,0.074,0.028,0.102,17,21.89,Kanyakumari,100,452,0.1,Biannual
2024,8.21,0.882,0.073,0.014,0.087,17,16.53,Kanyakumari,100,452,0.1,Biannual
2024,8.67,0.937,0.056,0.017,0.073,17,18.82,Kanyakumari,100,452,0.1,Biannual
2024,6.39,0.929,0.119,0.018,0.137,17,12.8,Kanyakumari,100,452,0.1,Biannual
2024,6.41,0.859,0.112,0.018,0.13,17,11.96,Kanyakumari,100,452,0.1,Biannual
2024,6.23,0.899,0.099,0.028,0.127,17,12.22,Kanyakumari,100,452,0.1,Biannual
2024,9,0.916,0.055,0.03,0.085,17,18.85,Kanyakumari,100,452,0.1,Biannual
2024,7.61,0.914,0.094,0.024,0.117,17,15.36,Kanyakumari,100,452,0.1,Biannual
2024,4.74,0.86,0.078,0.029,0.107,17,9.11,Kanyakumari,100,452,0.1,Biannual
2024,9.32,0.869,0.054,0.019,0.073,17,18.78,Kanyakumari,100,452,0.1,Biannual
2024,9.37,0.884,0.054,0.029,0.083,17,18.99,Kanyakumari,100,452,0.1,Biannual
2024,11.59,0.869,0.099,0.011,0.11,17,22.43,Kanyakumari,100,452,0.1,Biannual
2024,7.2,0.917,0.078,0.03,0.108,17,14.72,Kanyakumari,100,452,0.1,Biannual
2024,7.06,0.918,0.085,0.014,0.099,17,14.6,Kanyakumari,100,452,0.1,Biannual
2024,8.12,0.926,0.09,0.029,0.119,17,16.57,Kanyakumari,100,452,0.1,Biannual
2025,11.08,0.903,0.102,0.024,0.126,19,21.85,Kanyakumari,100,452,0.1,Biannual
2025,7.61,0.949,0.114,0.02,0.134,19,15.65,Kanyakumari,100,452,0.1,Biannual
2025,9.14,0.859,0.086,0.01,0.097,19,17.72,Kanyakumari,100,452,0.1,Biannual
2025,11.58,0.896,0.062,0.013,0.075,19,23.98,Kanyakumari,100,452,0.1,Biannual
2025,6.07,0.911,0.106,0.027,0.133,19,11.98,Kanyakumari,100,452,0.1,Biannual
2025,8.24,0.935,0.096,0.019,0.115,19,17.04,Kanyakumari,100,452,0.1,Biannual
2025,7.07,0.851,0.097,0.026,0.123,19,13.19,Kanyakumari,100,452,0.1,Biannual
2025,11.08,0.899,0.077,0.013,0.089,19,22.68,Kanyakumari,100,452,0.1,Biannual
2025,4.59,0.881,0.082,0.025,0.106,19,9.04,Kanyakumari,100,452,0.1,Biannual
2025,9.83,0.886,0.059,0.024,0.083,19,19.98,Kanyakumari,100,452,0.1,Biannual
2025,10.9,0.887,0.051,0.018,0.069,19,22.5,Kanyakumari,100,452,0.1,Biannual
2025,10.15,0.851,0.095,0.02,0.115,19,19.1,Kanyakumari,100,452,0.1,Biannual
2025,8.01,0.921,0.055,0.016,0.071,19,17.14,Kanyakumari,100,452,0.1,Biannual
2025,7.21,0.885,0.067,0.013,0.08,19,14.66,Kanyakumari,100,452,0.1,Biannual
2025,4.03,0.856,0.116,0.012,0.127,19,7.54,Kanyakumari,100,452,0.1,Biannual
2025,10.16,0.85,0.119,0.024,0.143,19,18.51,Kanyakumari,100,452,0.1,Biannual
2025,6,0.89,0.063,0.029,0.092,19,12.12,Kanyakumari,100,452,0.1,Biannual
2025,4.12,0.859,0.089,0.021,0.11,19,7.88,Kanyakumari,100,452,0.1,Biannual
2025,8.47,0.894,0.105,0.017,0.122,19,16.62,Kanyakumari,100,452,0.1,Biannual
2025,7.59,0.923,0.095,0.021,0.116,19,15.48,Kanyakumari,100,452,0.1,Biannual
2025,11.61,0.881,0.085,0.019,0.103,19,22.92,Kanyakumari,100,452,0.1,Biannual
2025,11.87,0.889,0.077,0.012,0.089,19,24.03,Kanyakumari,100,452,0.1,Biannual
2025,9.98,0.941,0.081,0.021,0.102,19,21.08,Kanyakumari,100,452,0.1,Biannual
2025,7.34,0.868,0.089,0.023,0.112,19,14.14,Kanyakumari,100,452,0.1,Biannual
2025,11.89,0.872,0.064,0.023,0.087,19,23.66,Kanyakumari,100,452,0.1,Biannual
2025,10.66,0.915,0.074,0.029,0.103,19,21.88,Kanyakumari,100,452,0.1,Biannual
2025,7.21,0.882,0.111,0.011,0.122,19,13.96,Kanyakumari,100,452,0.1,Biannual
2025,8.25,0.905,0.06,0.027,0.087,19,17.03,Kanyakumari,100,452,0.1,Biannual
